MP/MM402A	MP/MM402A	0.0457521	0.00340219	0.040742051	-0.0051145	-0.02151034	0.077064417	-0.011133594	-0.015661914	-0.023527477	-0.021831071	-0.03762931	-0.043354642	0.056463636	0.129031435	-0.034439422	-0.038129874	0.012697089
MP/H114	MP/H114	0.0391583	0.0476481	0.040593162	-0.028973335	-0.025288222	0.06100465	-0.025324535	-0.002565464	0.005047761	-0.027685979	0.01585578	0.030604811	0.026370795	0.118200794	-0.013568808	-0.043384217	0.013034409
MP/HBAI	MP/HBAI	0.0304601	0.0361297	0.04065663	0.021573506	-0.102617405	0.042447761	0.091538794	-0.023389919	0.016843243	-0.100513346	-0.037911501	0.037086707	0.055149499	0.061667874	0.002773099	-0.040131513	-0.010679602
MP/dan598	MP/dan598	-0.0127756	0.031783	0.040709548	0.016741876	-0.021011254	0.066412501	0.016646694	-0.042588823	0.048319906	-0.00700576	-0.02505609	0.003156913	0.028804274	0.029083027	-0.004156083	-0.047163811	-0.022874836
MP/BCC03	MP/BCC03	0.0630928	-0.00608909	0.040686335	0.00259765	-0.112534672	0.031679794	0.100960933	-0.031460833	0.011706183	-0.078553647	-0.02878768	0.014070315	0.019991457	0.053050593	-0.047655243	-0.065429926	0.016244801
MP/MDF-13D	MP/MDF-13D	0.0592077	0.0149728	0.04067146	-0.052123122	-0.045161016	0.055938583	0.022275688	-0.07526239	-0.033758856	-0.008000882	-0.010366106	0.009048278	0.022362804	0.071539991	-0.069443308	-0.024420027	0.013301047
MP/longkang1	MP/longkang1	0.0547823	0.00429328	0.040199179	-0.047671687	-0.038290773	0.082566641	-0.006081801	-0.035315059	-0.024384828	-0.01908903	-0.031845275	0.04605874	0.003744805	0.042938262	-0.0675788	-0.069665231	0.029838083
MP/Sg1533	MP/Sg1533	0.0108308	0.0490662	0.040523633	0.009885166	0.008792846	0.055658683	-0.010171955	0.004325958	0.015668901	0.013674403	-0.036294583	0.06606698	0.067264728	0.015933432	-0.078160256	-0.089388259	0.011512488
MP/IBB14	MP/IBB14	0.0469076	0.0453024	0.040532108	-0.025128296	-0.026402166	0.067056	-0.009236652	-0.06099458	0.016767047	-0.035489492	0.020384941	0.042602889	0.045570549	0.064088754	-0.051727723	0.000263186	0.02764537
MP/A619	MP/A619	0.0404684	0.0189034	0.040753994	-0.010738178	-0.01628793	0.047188357	-0.00036834	-0.055735499	-0.011021591	0.006907262	0.013168016	-0.044211768	0.108947851	0.05975271	-0.052685454	-0.036884535	-0.006246081
MP/PHT69	MP/PHT69	0.0429024	0.0398935	0.040572539	0.022413841	-0.060623433	0.062095642	0.004622913	-0.023108991	0.034569673	-0.063373685	-0.003634289	0.040931016	0.07199572	0.023345109	-0.065059416	-0.006174009	0.018066153
MP/Lp215D	MP/Lp215D	0.0778414	0.00196601	0.040378351	-0.010527841	-0.039423458	0.076609157	-0.00326519	-0.00453106	-0.038987059	-0.040520914	-0.029046275	-0.007882535	0.017388701	0.066203073	-0.058926597	-0.067871861	0.022528838
