Taxa	ADW	FW	ML	pSL	RL	SL	TL
PHT22/baiU8112	0.028354151115731	0.390854383687949	1.83551105199277	16.2240263902155	21.1263882518693	18.065766298749	39.5684818253105
PHT22/J8606	0.0273000693949358	0.321198538157774	1.806173007404	15.0859748275045	14.5665213058983	16.8532816729374	31.3793558884402
S22/J8606	0.0477070915095302	0.605557893829432	1.72951836985944	21.5812600401538	23.8644696464136	23.2601275392931	47.2854301530315
S22/NN14B	0.0353743353762268	0.527036521073217	1.82498481258977	18.1539391330271	20.0801497284566	19.9530437102632	40.1979420227442
Sg1533/NN14B	0.0259930080611498	0.296213107267158	1.86400382162526	13.4295037768087	17.6085631588131	15.264126284935	33.4658335226043
Sg1533/PHT22	0.0248967630715228	0.275361053302107	1.8957282932181	12.2675848547982	14.8636674786786	14.2491299723617	29.2007699641566
Sg1533/S22	0.0264361635362117	0.288761472970462	2.01668624176183	13.2491988137942	16.0279101873988	15.3187341949675	31.5972251019598
T24/equn3	0.0286935914366323	0.34846561045958	1.53580741716519	11.8745221447663	16.516799625658	13.2727804489977	30.3369016737834
T24/zhonger02	0.0285333121333811	0.351541806394406	1.89794574849839	13.8337101581027	18.4806201955132	15.5663867426316	34.6386845923488
A619/LH93	0.0309471921488871	0.374028739507457	2.01023421943946	14.0548022876652	21.5688542025388	16.1496748743056	38.5590397584521
A619/K22	0.0408555603243616	0.561872004445163	1.82784007911237	18.9484495794091	23.9219457149128	20.6762694604706	45.0383438337784
A619/yi36	0.0256387802418493	0.295253542382529	2.01391041435397	12.8717746163901	16.8090866095837	15.0210094251841	32.1511108830351
NS501/C521	0.0313246822853731	0.374430598165024	1.69935960457657	15.7032594069912	18.1631042763263	17.3561443146787	35.7419868752826
NS501/A619	0.0451756464542966	0.604646264277243	1.95973606578451	22.1568251418106	30.4900938841027	24.1082441259081	55.1309777740443
NS501/PHT69	0.0357959680645448	0.406346078938008	1.76385160916697	18.6841560194392	21.5102310757862	20.437709355024	42.0898258495621
RS710/yan156	0.0290498450514558	0.34730383354696	2.0972015603952	15.7566614583322	18.0686469369661	17.952801794184	36.2490090972206
B7/SC30-1	0.0286914572663854	0.360160946654711	2.13805375822392	16.387852170623	16.5685179998973	18.6137607280815	35.1765699331283
B7/M101	0.0436594177016767	0.49185041659305	2.15158567117901	21.6874085182497	24.8774774715978	23.8653187198168	48.9487424520617
B7/yan156	0.0310104370521348	0.404696712009409	1.998317840316	16.0642225890987	19.1122960229457	18.084514010273	37.4614524623292
807/1101	0.0313649131574855	0.350707015494792	1.79070436517047	14.4067523894706	18.6017600320488	16.1190910242858	35.1684904876115
807/yan156	0.0332661719346364	0.434054549986576	1.76252808019939	15.9813013207589	19.1048984407403	17.6970720908755	37.214947586241
Lp215D/B7	0.0336034780852909	0.425723252584401	2.11444776236627	18.8864501673051	17.6549143324489	21.0184815334087	38.6043952184774
Lp215D/807	0.0448610708633832	0.467649462252172	2.01201300093251	19.1768416700718	19.4385473247542	21.147921288258	40.567907366486
1538/807	0.0336878046229545	0.377622797006443	2.3001777487904	17.5311729444992	21.1553596152239	19.8813695771834	41.28053371589
1538/Lp215D	0.0304431461174915	0.358030975855404	2.01301742755743	15.214920331098	18.164677935888	17.3017767737797	35.7122028237066
M3736/D1139	0.0219453342532964	0.188781881334483	2.25156084519461	11.3201931807755	14.5117595880746	13.6996382357983	28.4960230014392
A554/niu2-1	0.030736375804728	0.332202209936644	1.92077656644295	16.0351201438461	16.8480155093523	17.9587219815022	34.8143327262876
A554/1101	0.0313019822900582	0.30552349147551	1.82239405360773	13.5791194155096	14.1075568125948	15.4974743113713	29.482422478526
A554/yan156	0.0262459876741406	0.334701952763932	1.61307661468253	13.9830251116041	17.0377957836261	15.5343258180285	32.8764888401391
A554/MBUB	0.0342148454833521	0.354524786171144	1.98262083861819	15.7056516253759	21.4006690529841	17.7434945384706	39.8604052155519
A554/84-126-15-1	0.0279325184274129	0.312901507864227	1.85213537850655	13.1442413325029	15.5932086128552	15.0126150535619	30.8752395014519
PHN37/99122	0.0393376826464166	0.434206225852304	2.23390952612647	17.7328998647952	22.6901991029986	20.0821815839999	43.2342750918702
PHJ40/M3	0.030937501682149	0.39002008008773	2.09669058796811	15.6150440403088	16.3004620517999	17.8394942727614	34.154516843642
PHJ40/2MA22	0.0244118854799571	0.252543396711208	2.30339078622451	11.6860653391448	11.2660576081771	14.2929814089444	25.1470865764914
PHJ40/PHN37	0.0316053321123623	0.379014843070205	2.07829491770631	17.0173957147576	15.0238837898006	19.1183802836731	33.9298661497816
W182bn/M3	0.028775783804049	0.337249675154674	1.98343580726267	15.8389076977929	17.2758125534886	17.8272731366806	35.2720706326623
W182bn/SW153	0.0353316648666529	0.378570502473264	1.91677149093419	16.2493605204954	19.3134098657472	18.248662431153	38.0345870309783
W182bn/shuang741	0.0277224111841149	0.314894019604624	2.15116832399397	13.7514557115958	17.1500046637265	15.9992985723105	33.3717097961275
W182bn/PHJ40	0.0317272126222755	0.331841885323149	2.20967845618457	15.6157781636739	16.7179054465757	17.8820432625538	34.6681069508338
Co109/chang72	0.0298931104280919	0.337638078971986	1.79461535261095	14.8665280036276	22.6114257735831	16.5497165454052	39.8432878280471
Co109/nan21-3	0.0258875998890703	0.306190481025991	1.87673575113766	16.7441083651967	17.6572918078459	18.7281294269573	36.5023503992129
Co109/huobai	0.0241378242325503	0.274716799672077	2.08575459858427	13.5436006330615	13.62428366228	15.6801946222945	29.3313687676953
Co109/shuang741	0.0248335181682751	0.296337739326697	2.30515693604963	13.3251650500634	19.0378562228403	15.7222032777737	35.1927668833412
yun147/nan21-3	0.0301039267722509	0.299506926122971	1.81112966348088	15.805780757537	15.2672439563888	17.7016975196094	32.7549753826878
yun147/150-4	0.0291552532235353	0.34097109031536	1.81650226346683	14.8315213387729	14.0517116123401	16.6176586143393	30.6429723531087
yun147/Co109	0.0313266615683733	0.337997993329303	2.0111379455283	16.3097262192093	19.342192674238	18.3589894045076	37.9587979051337
LH162/D15	0.0436383360672608	0.509485200182994	1.84696171574948	19.2891958280936	22.4420869539179	21.1308378608735	43.8046946143716
LH162/SC-9	0.0279957633306606	0.406097185950154	1.60686482439411	16.7269344186943	21.0659465624165	18.2272388214168	39.6786539526038
LH162/96201	0.0346638344364396	0.433228420765637	1.88287071108063	17.5258760082872	19.4834749131806	19.3713895283235	39.1182209401023
LH162/PHT77	0.02377943644748	0.267786529693924	2.26722854078388	12.6156974948088	14.5379790397308	14.9571930821372	29.6592100585563
LH162/5707	0.028354151115731	0.308194113243742	2.14496501749822	13.6886818565765	17.3575097362093	15.9198861587312	33.5781307518281
zhangxi28/SC-9	0.0343202536554316	0.417761647137935	1.46651637186441	16.5180471306747	18.347310954154	17.7622977702494	36.939842750375
zhangxi28/96201	0.031832620794355	0.368604711090021	1.62210741667501	15.8082332791208	13.4235575966463	17.3751581607425	30.6272823777517
zhangxi28/807	0.0286914572663854	0.301106753630362	2.22317735722373	14.4697729899379	15.1798949364925	16.7603745064907	31.9906932098611
zhangxi28/shuang741	0.0234210486624096	0.330719476977946	2.05965834755017	14.2838514270435	17.8868916298749	16.295158902056	34.5605638459205
zhangxi28/LH162	0.0294082328365261	0.355584388813705	1.78274226656967	16.1788426181293	17.2312907115408	17.9352476038292	35.2619074108853
78551S/SC24-1	0.034678641440502	0.412063688230113	2.1516502192336	18.944945164114	18.6574584692033	21.140764071023	39.7700416387673
78551S/Q1261	0.0334559066443796	0.409333230971434	2.02809402159309	16.5990446757114	20.1315078003259	18.652621825481	39.0838795139954
78551S/M101	0.0469692343049735	0.533422630783206	1.90586263834642	20.7773092401151	21.8719836639362	22.6540622711531	44.7716062519522
PHR30/PHK93	0.02202966079096	0.26368458388544	1.77746129787389	11.0034614073985	13.3296483168441	12.7918708941936	26.366991613068
PHR30/M101	0.03510027412882	0.416595052222736	1.96261141049166	16.8423571626587	18.7041338007309	18.8135529769761	37.7219201577352
PHR30/yan156	0.0343202536554316	0.42660132096495	1.60176255966744	15.4209050518441	15.5008130393873	16.9434805297564	32.4977609992364
PHR30/dan598	0.030525559460569	0.339810680818996	1.80093591931264	14.7766178423399	16.8495211240903	16.5714674196862	33.58750953456
PHR30/78551S	0.0341516005801044	0.312701951310028	2.04247245629182	13.5632873516914	14.5864734992222	15.6936379123387	30.4249003446919
MO113/7903E	0.0276422715324893	0.316167216225734	2.05924274757444	13.541562953155	11.4637861485997	15.7007034450428	26.8231628180775
PHT77/yan156	0.0350159475911564	0.432606230802474	1.95264876397758	15.2009632200133	17.3577563217957	17.1507431478847	34.7157915481528
PHT77/HHe01	0.027468722470263	0.318492392627852	1.90324262256772	11.2910762981334	14.779980970398	13.2254843755375	28.3378855238869
PHT77/PHK05	0.0299890214249465	0.31855989327903	2.22234774312619	14.1692668567262	16.8023983179944	16.5633567418749	33.7665322846762
PHW30/MO113	0.0384571112800512	0.48453672109053	1.72115253475185	19.0602181866776	19.4875168703517	20.6961954108175	40.2163152728163
PHW30/PHT77	0.0328445392463184	0.424818757724335	1.71117514570011	15.5994454033432	17.1971082784918	17.2552469867087	34.6187911998186
L139/MO113	0.034678641440502	0.389331191483761	1.78277675493317	17.1288361574122	17.4480133993723	18.8703293790124	36.2807397908101
PHG47/PHT77	0.0269416816098655	0.288362190389966	1.93410355553811	12.3271461412712	13.4805769821655	14.2546199409879	27.9069487523692
PHG47/L139	0.0301039267722509	0.34752332042645	1.57985989340243	16.5475945180388	18.5760504156623	17.9775934588225	36.7655992426927
han49/1101	0.0348472945158292	0.430881485810782	1.87847007030723	16.583363456598	18.9552061195285	18.4864094281726	37.6532925326825
han49/SC11-1	0.030136105165893	0.374521611773388	1.88786694923241	14.0737811880543	17.1275873840221	16.0161713725277	33.3771916856453
han49/PHW17	0.0289779323929159	0.40713978547349	1.80702085292085	14.7566633614497	16.8742994514289	16.501014092408	33.4381873358746
han49/HBAI	0.0284436680487452	0.381276653780432	1.99805793458401	15.9538009697657	18.0980642326581	17.9585949122667	36.1308676485608
han49/5707	0.0279957633306606	0.337769199566611	2.00624234925225	13.7692117358026	13.7882284696144	15.865815061994	29.4482823621564
xuan6/SC11-1	0.0283752327501469	0.325718714000979	1.69305395623962	13.9385376039358	16.7131780828478	15.560137906897	32.5750370572234
5707/PHW17	0.0276584571800062	0.359241029090919	1.91910033210086	13.62610162639	17.0498370039258	15.6249926356302	32.9859751151357
