Taxa	ADW	FW	ML	pSL	RL	SL	TL
yan156	0.0115312599148917	0.229129164930092	1.10774082155744	7.90848101079024	9.11281126207017	8.98144496314811	18.1296638830884
yan172		0.268142928365359	1.3600032501923	13.2157166353565	12.2027102455929	14.5312582090102	26.601360294168
yan38	0.0165926188021042	0.227107903203075	1.28737103755344	9.83860762567883	13.3822383177608	11.0358095036908	24.8739498380721
yi36	0.0116016411716664	0.237529477270717	1.20988691940555	8.63206510244408	9.36965135071841	9.84687392161164	19.2965557978491
yu82	0.0163567986157753	0.329901424005526	1.64625845031819	10.6809777950435	12.3420523301902	12.3805372045185	24.6369228161925
yuanwu05	0.0208170447247126	0.294646991049532	1.72360752925667	13.1738345000754	12.1230082128413	14.9449008784144	26.7724120403079
yue39-4	0.025301663763207	0.352895338831853	1.59302405368746	14.5945912387829	12.390861916781	16.2339111330859	28.2331588419389
yue89E4-2	0.011849823396119	0.217279361354255	1.86440311411161	9.99384190199619	10.2293449682796	11.8180559695093	21.926618894904
yun147	0.0142119808147562	0.208109483508755	1.95304821181582	9.9457158013465	8.51933357352644	11.9495552536983	20.1131613681814
Z31B	0.011969671295509	0.206750463233311	1.27377501791051	9.30293795674745	10.8333590113498	10.6027965882898	21.4312691872636
zaC546	0.0180961381650759	0.236795921922091	1.59559569290535	10.075674415957	8.5901227193798	11.706531385046	20.077388709859
zhangjin6	0.0201346026971156	0.29872291253986	2.20907270868828	14.4631439791313	12.1379798800184	16.8399754860029	28.3739629604716
zhangxi28	0.0179540848584253	0.294334691100535	1.68731591567712	11.9031824990814	15.6440867402159	13.5907666625924	29.455112305934
zhong451	0.0195370173689487	0.312405170030768	1.1578819437887	13.4302219146093	8.46454792795839	14.5311582882864	22.5662987023803
zhonger02	0.0153818814334939	0.234083317400973	1.96912527163147	11.3813700318427	10.5026431671544	13.4065206670578	23.6278897490866
zhonghuang64	0.0165274091226745	0.269116331396107	2.25699168240821	11.26633911678	13.5854979152095	13.5966572404165	27.0944546017951
zhongyin15	0.0196227711764179	0.237818526352162	1.84827728900154	11.9575256207493	10.5680168728965	13.8558596726375	24.1038728177476
ZPON7	0.0181116495438818	0.242508703048733	2.10841238958736	12.1092059775723	13.3502414337415	14.1951958062266	27.4191777603324
