Gene	SD
Zm00001d002000	41.3774182740159
Zm00001d002001	37.691735658705
Zm00001d002003	19.634932317297
Zm00001d002004	46.9590052772154
Zm00001d002006	13.2353859848161
Zm00001d002012	19.5536244908023
Zm00001d002019	28.6115882104017
Zm00001d002020	30.0481269818467
Zm00001d002021	62.7952090194596
Zm00001d002022	22.1424512564635
Zm00001d002024	13.0861231355708
Zm00001d002025	49.9555432983886
Zm00001d002026	41.4410598817351
Zm00001d002027	12.1428663116404
Zm00001d002028	12.1942878381762
Zm00001d002029	13.8956553504669
Zm00001d002033	16.8679881891972
Zm00001d002034	12.5558983866502
Zm00001d002035	33.9843753176838
Zm00001d002036	10.3295945723981
Zm00001d002038	42.6268721350761
Zm00001d002046	29.2976629562229
Zm00001d002051	25.7534946101613
Zm00001d002052	121.243503439942
Zm00001d002053	16.5549508000985
Zm00001d002054	28.175193696902
Zm00001d002058	12.808331363631
Zm00001d002063	28.5283763484016
Zm00001d002064	43.5714931933349
Zm00001d002065	29.5394639463485
Zm00001d002066	28.2250863643439
Zm00001d002068	48.629439382073
Zm00001d002069	55.7666063940451
Zm00001d002071	47.1420064926437
Zm00001d002075	30.0976949173652
Zm00001d002079	53.5894287760098
Zm00001d002080	10.8233385159241
Zm00001d002084	14.3130803571895
Zm00001d002085	12.638463951445
Zm00001d002086	17.1832222751358
Zm00001d002087	14.2612221027122
Zm00001d002089	22.9643884195965
Zm00001d002090	18.2691195062066
Zm00001d002091	20.7320305703762
Zm00001d002093	90.5618044343667
Zm00001d002094	119.120527554386
Zm00001d002095	13.0616607706637
Zm00001d002096	54.5207235383938
Zm00001d002099	13.1525953617297
Zm00001d002103	20.6067404793258
Zm00001d002104	21.2651792054186
Zm00001d002105	15.0586867894041
Zm00001d002115	47.2987665531289
Zm00001d002119	37.3031254455791
Zm00001d002122	22.8666067553921
Zm00001d002125	18.8266204740842
Zm00001d002126	24.293089081262
Zm00001d002128	22.4848223920419
Zm00001d002129	29.4661653576889
Zm00001d002130	28.7721668486467
Zm00001d002131	54.9310038501173
Zm00001d002135	16.8302502171557
Zm00001d002137	37.9341132004053
Zm00001d002140	13.7170239788292
Zm00001d002141	14.1084801111616
Zm00001d002143	26.7072477429935
Zm00001d002145	19.7146977856551
Zm00001d002147	25.4661273509014
Zm00001d002148	11.0547867711993
Zm00001d002149	17.8221741777485
Zm00001d002153	14.4084835440722
Zm00001d002154	17.6707915026176
Zm00001d002155	18.0789665859709
Zm00001d002156	18.8874923941132
Zm00001d002158	56.8158595208214
Zm00001d002159	38.4748387255863
Zm00001d002160	91.3523104350499
Zm00001d002161	50.7693145713443
Zm00001d002163	26.2612712258557
Zm00001d002166	14.8059811167257
Zm00001d002167	38.602415618448
Zm00001d002169	15.8982922060291
Zm00001d002172	25.143001441187
Zm00001d002174	39.8974687616973
Zm00001d002175	17.652130782363
Zm00001d002178	34.9176363414993
Zm00001d002184	14.1372458948794
Zm00001d002185	19.9246024611097
Zm00001d002186	74.965430038723
Zm00001d002190	17.1346505239246
Zm00001d002200	16.1448168172945
Zm00001d002234	17.9374151033509
Zm00001d002235	13.222588289701
Zm00001d002240	31.7382802925329
Zm00001d002241	13.5362597758052
Zm00001d002243	13.8453693383714
Zm00001d002244	9.08621217131924
Zm00001d002246	10.6695099721039
Zm00001d002250	25.7775980536468
Zm00001d002252	36.9088998349126
Zm00001d002253	30.7846778611793
Zm00001d002256	33.9787265837505
Zm00001d002257	20.5430652242216
Zm00001d002258	38.0992850568021
Zm00001d002259	11.347439858457
Zm00001d002261	17.0340739121006
Zm00001d002266	30.3556114000494
Zm00001d002267	20.8208883095443
Zm00001d002272	31.1115728287815
Zm00001d002274	29.4074486204715
Zm00001d002275	21.3705876971603
Zm00001d002277	30.184113220729
Zm00001d002278	73.1769652832593
Zm00001d002282	18.3556423148537
Zm00001d002283	23.4693825198334
Zm00001d002284	22.3864582657979
Zm00001d002285	43.7965841520389
Zm00001d002292	14.3314652813823
Zm00001d002295	77.1596498896163
Zm00001d002296	12.987278796694
Zm00001d002301	35.1103792375792
Zm00001d002313	39.570221755258
Zm00001d002314	18.4415366820013
Zm00001d002315	11.8130902778528
Zm00001d002316	25.2913661239819
Zm00001d002317	17.8725788500048
Zm00001d002323	16.0952914445517
Zm00001d002325	33.4911834906696
Zm00001d002326	16.599124639559
Zm00001d002330	37.6210314955922
Zm00001d002332	11.6009484364568
Zm00001d002333	37.9219819060871
Zm00001d002334	11.2951169871697
Zm00001d002338	19.5195278988186
Zm00001d002339	17.9152521350555
Zm00001d002340	14.5942105630617
Zm00001d002341	17.4715961911137
Zm00001d002342	55.2767973314322
Zm00001d002343	110.520587176707
Zm00001d002344	18.1357905309644
Zm00001d002345	23.1171857307082
Zm00001d002347	45.3750568208375
Zm00001d002349	32.0092982847364
Zm00001d002351	228.89671686619
Zm00001d002352	13.9495587346852
Zm00001d002353	37.8150398294166
Zm00001d002356	17.798437049102
Zm00001d002357	18.2955903751095
Zm00001d002358	25.1136498629791
Zm00001d002359	14.0651939208294
Zm00001d002362	19.6221050181321
Zm00001d002364	50.5141843850817
Zm00001d002366	10.9930813287727
Zm00001d002369	22.5420082490612
Zm00001d002371	8.41346234923589
Zm00001d002372	27.4273316299289
Zm00001d002373	13.5378796666291
Zm00001d002377	24.0648162498776
Zm00001d002382	14.3301405919852
Zm00001d002384	29.8753404824881
Zm00001d002385	25.6179892613227
Zm00001d002386	10.008782104639
Zm00001d002387	16.0800799083798
Zm00001d002388	12.9818604452564
Zm00001d002390	16.7855918970467
Zm00001d002391	26.6002435143752
Zm00001d002393	43.4034943431315
Zm00001d002394	50.5735908547772
Zm00001d002395	20.3498132576675
Zm00001d002396	40.5423415759531
Zm00001d002402	30.1283927081618
Zm00001d002403	22.0058431208136
Zm00001d002405	28.5605511579294
Zm00001d002410	61.4977561113974
Zm00001d002415	28.0545199989483
Zm00001d002416	18.2682417133799
Zm00001d002418	13.9298022036446
Zm00001d002419	11.9046522576616
Zm00001d002420	16.419779186367
Zm00001d002421	26.0078307244179
Zm00001d002422	80.9708750110334
Zm00001d002423	44.203444673046
Zm00001d002426	46.8577203906457
Zm00001d002428	18.0816915852065
Zm00001d002429	27.9536546955185
Zm00001d002433	9.7534746649126
Zm00001d002434	51.9520475650228
Zm00001d002435	42.308810518669
Zm00001d002436	29.162339410847
Zm00001d002440	17.7316167866595
Zm00001d002444	39.4219292527577
Zm00001d002446	39.4788123262837
Zm00001d002447	28.1714329714728
Zm00001d002450	24.7977167741888
Zm00001d002451	29.1710497241541
Zm00001d002454	35.1446392656977
Zm00001d002456	18.660233583631
Zm00001d002462	27.2665058138204
Zm00001d002475	14.2075351773883
Zm00001d002478	21.9738548198719
Zm00001d002479	82.0083821817999
Zm00001d002483	25.0133404196993
Zm00001d002485	25.4811155516152
Zm00001d002489	22.6934229397656
Zm00001d002490	34.6255863087631
Zm00001d002491	32.9140393687994
Zm00001d002495	45.1283692407253
Zm00001d002496	47.5085515924817
Zm00001d002498	41.9106879768752
Zm00001d002499	11.1961446803047
Zm00001d002500	48.6852672329341
Zm00001d002501	28.5461283250019
Zm00001d002503	31.8138821570601
Zm00001d002504	10.7975906175018
Zm00001d002511	16.8771299282521
Zm00001d002512	40.1559409995539
Zm00001d002514	37.3169812556647
Zm00001d002520	20.7282921730564
Zm00001d002521	27.6933676126724
Zm00001d002522	46.5143111221497
Zm00001d002523	57.6275663616887
Zm00001d002530	113.973664952459
Zm00001d002532	39.487193233128
Zm00001d002534	19.9689527200602
Zm00001d002535	33.1442324204554
Zm00001d002537	14.5311724135234
Zm00001d002538	15.7473378392507
Zm00001d002540	19.4830233640951
Zm00001d002542	14.8478499889457
Zm00001d002543	95.070745697036
Zm00001d002545	80.1169583399576
Zm00001d002546	85.9416544416178
Zm00001d002548	29.9253785272128
Zm00001d002549	41.1947089093174
Zm00001d002550	33.9447343829877
Zm00001d002558	50.7569449275103
Zm00001d002562	19.6886267488393
Zm00001d002565	89.7704657387342
Zm00001d002568	70.1461664269802
Zm00001d002572	16.4404315633784
Zm00001d002573	17.9319451890851
Zm00001d002576	31.3929138382587
Zm00001d002579	26.97615258558
Zm00001d002580	14.6903359192129
Zm00001d002584	33.8688184624329
Zm00001d002585	13.8882173752903
Zm00001d002589	54.6036282580503
Zm00001d002590	180.653151913983
Zm00001d002591	28.6781879291489
Zm00001d002592	43.5977746904096
Zm00001d002593	23.1197824916088
Zm00001d002594	31.3742537180625
Zm00001d002595	21.9754131291494
Zm00001d002596	36.3379683711803
Zm00001d002597	36.6266339799616
Zm00001d002598	12.0618525009676
Zm00001d002599	43.9322041375797
Zm00001d002601	26.8981036534191
Zm00001d002602	15.2745801214683
Zm00001d002603	11.0855331112559
Zm00001d002607	57.2944481191592
Zm00001d002610	42.5862974537482
Zm00001d002611	22.9910014269355
Zm00001d002614	29.6342289985399
Zm00001d002615	10.5537043904314
Zm00001d002617	16.7200371879215
Zm00001d002621	14.7835277214532
Zm00001d002623	30.3221588769967
Zm00001d002624	27.1763400199647
Zm00001d002625	15.7086232719074
Zm00001d002630	31.2942345142469
Zm00001d002631	19.0004660261873
Zm00001d002632	36.0219199809678
Zm00001d002639	9.83931583524894
Zm00001d002640	31.7190399387805
Zm00001d002641	23.6759376505534
Zm00001d002642	21.3376724460204
Zm00001d002644	22.7221311988873
Zm00001d002650	23.0170540328062
Zm00001d002654	21.3509447419687
Zm00001d002656	15.6985716663536
Zm00001d002658	23.9681234385234
Zm00001d002659	21.5056443467407
Zm00001d002661	12.2867558557388
Zm00001d002662	34.473161530969
Zm00001d002663	13.9949419359
Zm00001d002668	28.5788303682192
Zm00001d002673	24.9779778665885
Zm00001d002676	17.5519337971514
Zm00001d002677	17.1209618144753
Zm00001d002680	30.617255418083
Zm00001d002682	15.4481819471433
Zm00001d002684	16.3641113471171
Zm00001d002685	21.2198537737862
Zm00001d002687	47.6470505919846
Zm00001d002688	26.9932990173898
Zm00001d002690	20.3393822922254
Zm00001d002694	17.9328693426012
Zm00001d002695	32.8584512153843
Zm00001d002696	33.7505414491679
Zm00001d002698	53.0200805644334
Zm00001d002703	11.1610155545062
Zm00001d002704	18.2909403785309
Zm00001d002705	31.2549367048892
Zm00001d002708	25.1647881576967
Zm00001d002711	14.6074296962471
Zm00001d002713	21.3154946217163
Zm00001d002715	26.1193536063445
Zm00001d002716	14.9572888200115
Zm00001d002718	16.3210572119645
Zm00001d002721	137.711146813072
Zm00001d002725	16.8125729240785
Zm00001d002726	52.731697847956
Zm00001d002727	24.2468489172044
Zm00001d002730	33.0488810980356
Zm00001d002734	17.4200305859185
Zm00001d002736	76.972424055045
Zm00001d002737	15.7198823288497
Zm00001d002739	16.3436220084329
Zm00001d002742	11.5208807954379
Zm00001d002751	15.4184856612552
Zm00001d002754	34.0284924036772
Zm00001d002756	41.656156491164
Zm00001d002757	28.5126702858961
Zm00001d002759	30.2934659750191
Zm00001d002762	30.6113887934968
Zm00001d002770	16.1684846669139
Zm00001d002772	83.4318159437542
Zm00001d002773	46.2442246644124
Zm00001d002774	192.961530730923
Zm00001d002775	10.7728582202161
Zm00001d002776	36.6188201504838
Zm00001d002778	9.73950674981096
Zm00001d002781	16.9225475092021
Zm00001d002782	23.1146380798504
Zm00001d002787	32.2546328026916
Zm00001d002788	60.7381466122724
Zm00001d002789	38.3799880299088
Zm00001d002790	14.3325038906421
Zm00001d002791	12.862262469785
Zm00001d002796	19.3291362190715
Zm00001d002797	28.7222491820013
Zm00001d002798	73.3918976820097
Zm00001d002799	52.7360463230019
Zm00001d002801	20.4713412075362
Zm00001d002802	47.3969140552798
Zm00001d002806	35.7668176390901
Zm00001d002810	12.2721709929332
Zm00001d002811	18.7677524999513
Zm00001d002812	20.6092878536123
Zm00001d002815	35.1267851754903
Zm00001d002819	11.9786363423881
Zm00001d002820	45.198024306691
Zm00001d002822	29.2203812299325
Zm00001d002823	37.6294504743039
Zm00001d002824	16.5762254758102
Zm00001d002825	25.8353690864395
Zm00001d002826	56.2892634199567
Zm00001d002827	17.157535131775
Zm00001d002828	22.0448378809368
Zm00001d002830	32.7916755861675
Zm00001d002833	39.4663220631212
Zm00001d002834	36.0938745798579
Zm00001d002835	17.9151807118337
Zm00001d002836	24.0071535359634
Zm00001d002837	31.9275536829881
Zm00001d002842	26.2750476340534
Zm00001d002847	49.9402794004117
Zm00001d002848	44.6795636292233
Zm00001d002849	44.4844299830239
Zm00001d002850	67.2196710015511
Zm00001d002851	45.6053007938549
Zm00001d002853	15.9160071132588
Zm00001d002854	23.8308096939092
Zm00001d002856	24.0401109427181
Zm00001d002857	12.4705736952249
Zm00001d002859	36.7978827037039
Zm00001d002860	40.2958871175368
Zm00001d002863	27.3376918877103
Zm00001d002864	24.0689645242198
Zm00001d002865	11.4512592195318
Zm00001d002868	25.4550758255397
Zm00001d002871	39.5136825111585
Zm00001d002873	28.3799329642616
Zm00001d002875	20.4859635834362
Zm00001d002876	16.9875750099332
Zm00001d002878	29.0844893227412
Zm00001d002880	15.9374308655055
Zm00001d002882	14.3418470957883
Zm00001d002884	25.3073651492905
Zm00001d002889	17.6717047353751
Zm00001d002890	49.0514518970549
Zm00001d002891	14.5374535400981
Zm00001d002896	12.6398723022425
Zm00001d002897	41.8151503738003
Zm00001d002898	46.2530172740634
Zm00001d002899	57.5224575088359
Zm00001d002901	58.1444200279493
Zm00001d002905	63.29715593452
Zm00001d002919	11.4219096516673
Zm00001d002925	12.1462844521395
Zm00001d002928	26.9942843857493
Zm00001d002933	27.4379794889418
Zm00001d002934	36.6014898970331
Zm00001d002936	13.8850756756472
Zm00001d002938	13.6148817521971
Zm00001d002939	51.8129101359759
Zm00001d002941	61.7196930197284
Zm00001d002942	13.8197452183906
Zm00001d002943	20.125498063316
Zm00001d002944	8.65694200678849
Zm00001d002945	8.1152233484665
Zm00001d002946	8.06346919654219
Zm00001d002950	20.1414100713484
Zm00001d002951	42.3110141970333
Zm00001d002953	16.7431049899085
Zm00001d002956	21.6473881493461
Zm00001d002958	44.5631680829
Zm00001d002961	13.3149341932542
Zm00001d002962	27.9311878431006
Zm00001d002964	40.0553199514562
Zm00001d002965	37.0972056079951
Zm00001d002966	28.8782291961644
Zm00001d002967	14.4281655904968
Zm00001d002969	17.0026318985286
Zm00001d002971	26.5440794598784
Zm00001d002974	48.5386794314816
Zm00001d002978	10.4793571329913
Zm00001d002980	14.5547630509634
Zm00001d002984	70.0236965372071
Zm00001d002992	35.5439654007047
Zm00001d002993	34.2771106814755
Zm00001d003002	14.7624702697844
Zm00001d003005	27.0098599753633
Zm00001d003006	69.3119387681321
Zm00001d003007	13.6533043744409
Zm00001d003009	27.9886279187519
Zm00001d003012	104.482830273321
Zm00001d003014	16.8684948029543
Zm00001d003015	52.1071353653239
Zm00001d003016	64.0384094748962
Zm00001d003017	15.9432629750918
Zm00001d003024	29.5360139249616
Zm00001d003031	17.1805501400809
Zm00001d003033	18.6405566567154
Zm00001d003034	14.9495950799207
Zm00001d003035	36.5607816125177
Zm00001d003038	37.2008414444074
Zm00001d003039	83.8848677292073
Zm00001d003040	21.8402664895982
Zm00001d003041	32.5126297918238
Zm00001d003044	137.182981765464
Zm00001d003048	39.7959894808343
Zm00001d003049	25.3759656621886
Zm00001d003050	24.7178342050503
Zm00001d003057	53.245153231967
Zm00001d003058	25.8957227508952
Zm00001d003059	45.7174220293518
Zm00001d003062	36.482380509021
Zm00001d003064	27.9267940441974
Zm00001d003066	14.0361201619966
Zm00001d003067	23.5173530991212
Zm00001d003068	35.8867532142513
Zm00001d003071	16.1147810912731
Zm00001d003072	22.6079607715251
Zm00001d003076	12.1253395188503
Zm00001d003081	26.8721884562917
Zm00001d003083	14.7166065755623
Zm00001d003084	12.802972214179
Zm00001d003085	47.8857665020556
Zm00001d003086	87.8630688847086
Zm00001d003087	22.2601466820014
Zm00001d003088	46.379126159673
Zm00001d003089	26.477266632119
Zm00001d003091	29.606448950542
Zm00001d003099	50.4106639533962
Zm00001d003101	24.9252186015336
Zm00001d003102	25.2271796953674
Zm00001d003103	15.2124278993416
Zm00001d003104	74.4559651365725
Zm00001d003106	11.6255103979386
Zm00001d003108	17.553080458394
Zm00001d003109	14.6671347283306
Zm00001d003110	26.3800222389326
Zm00001d003112	25.337049957125
Zm00001d003114	17.3808116626865
Zm00001d003116	20.0285431110788
Zm00001d003119	15.0960303491612
Zm00001d003123	18.0000516801347
Zm00001d003124	16.7990447257111
Zm00001d003125	18.2016265869101
Zm00001d003127	17.2136464944113
Zm00001d003129	22.2121303627024
Zm00001d003140	39.0892827771126
Zm00001d003142	34.9632714126055
Zm00001d003144	25.0127310410399
Zm00001d003147	14.4838829182954
Zm00001d003148	22.4242915605772
Zm00001d003157	19.2091956803371
Zm00001d003159	26.3550152811698
Zm00001d003161	38.4072842710579
Zm00001d003162	23.9932589101084
Zm00001d003164	63.1630830356849
Zm00001d003166	15.0280555618937
Zm00001d003172	63.0395363008568
Zm00001d003174	26.4741041480691
Zm00001d003176	10.8900498066742
Zm00001d003179	10.6512873415337
Zm00001d003180	23.1785403932254
Zm00001d003181	24.8631507438417
Zm00001d003182	21.5970219375085
Zm00001d003190	41.5091969878194
Zm00001d003193	22.7203884777383
Zm00001d003195	32.5771505746895
Zm00001d003196	21.0550361261089
Zm00001d003197	43.0650915707948
Zm00001d003198	28.240138685355
Zm00001d003200	17.2747804165894
Zm00001d003203	23.2767178521865
Zm00001d003207	11.0650438954568
