Gene	Media	p-value	thr001	log2(F1/MP)	MPH_gene_Num	sig
Zm00001d039011	-41.7366512	7.69E-121	1.75E-05	-0.77934005	NA	additive
Zm00001d034986	-41.69800508	1.02E-83	1.90E-05	-0.778383233	366	Negative
Zm00001d047584	-41.68795035	1.98E-55	1.86E-05	-0.778134061	283	Negative
Zm00001d043221	-41.66883422	3.70E-113	1.70E-05	-0.777661188	79	Negative
Zm00001d022092	-41.65410554	2.35E-164	1.73E-05	-0.777296951	262	Negative
Zm00001d052172	-41.63720295	5.20E-118	1.74E-05	-0.776879069	NA	additive
Zm00001d029744	-41.63698784	4.11E-154	1.78E-05	-0.776873751	332	Negative
Zm00001d000501	-41.6357871	1.68E-100	2.20E-05	-0.776854868	NA	additive
Zm00001d017991	-41.62708681	3.20E-161	1.73E-05	-0.776629025	259	Negative
Zm00001d051223	-41.5051131	4.52E-114	1.75E-05	-0.773617572	143	Negative
Zm00001d049704	-41.47452269	7.50E-139	2.10E-05	-0.772863299	44	Negative
Zm00001d046132	-41.25615372	1.59E-108	1.72E-05	-0.767490365	53	Negative
Zm00001d042768	-41.21339618	2.14E-117	1.74E-05	-0.766440661	201	Negative
Zm00001d042104	-41.18725631	3.29E-78	1.80E-05	-0.765799299	356	Negative
Zm00001d052244	-41.1563254	8.86E-136	1.74E-05	-0.765040791	NA	additive
Zm00001d002500	-41.14825688	9.53E-110	1.77E-05	-0.764842948	262	Negative
Zm00001d003993	-41.09031392	2.71E-109	1.82E-05	-0.76342323	126	Negative
Zm00001d005423	-41.04359208	5.24E-182	1.70E-05	-0.762279468	NA	additive
Zm00001d053068	-40.92854784	2.49E-148	1.73E-05	-0.759467017	161	Negative
Zm00001d016942	-40.87276883	4.67E-139	1.79E-05	-0.758105765	105	Negative
Zm00001d003283	-40.83828413	3.26E-121	1.71E-05	-0.757264199	214	Negative
Zm00001d046961	-40.83579306	8.24E-108	1.75E-05	-0.757203454	274	Negative
Zm00001d006793	-40.80739044	1.16E-137	1.76E-05	-0.75651154	139	Negative
Zm00001d037631	-40.79520632	1.14E-79	1.76E-05	-0.756214103	428	Negative
Zm00001d030548	-40.77843765	1.34E-156	1.72E-05	-0.755805544	399	Negative
Zm00001d042572	-40.77395322	5.13E-104	1.75E-05	-0.755696303	262	Negative
Zm00001d029333	-40.77081729	1.56E-80	1.83E-05	-0.755620824	381	Negative
Zm00001d039827	-40.75204005	2.25E-13	2.21E-05	-0.755169778	231	Negative
Zm00001d021677	-40.68304306	2.87E-106	1.73E-05	-0.753485946	162	Negative
Zm00001d039799	-40.6785349	1.00E-118	1.86E-05	-0.753373914	68	Negative
Zm00001d028693	-40.67839197	1.68E-169	1.75E-05	-0.753370389	391	Negative
Zm00001d029558	-40.65591346	1.71E-98	1.77E-05	-0.752823818	300	Negative
Zm00001d020714	-40.64545356	2.79E-169	1.71E-05	-0.752569553	184	Negative
Zm00001d002776	-40.64185443	1.42E-123	1.81E-05	-0.752482074	81	Negative
Zm00001d052843	-40.50688692	6.98E-139	1.73E-05	-0.749205423	45	Negative
Zm00001d021772	-40.47361382	4.75E-120	1.75E-05	-0.748398783	39	Negative
Zm00001d034940	-40.41192933	1.83E-129	1.74E-05	-0.746904558	468	Negative
Zm00001d034521	-40.36839165	4.09E-143	1.77E-05	-0.745850846	363	Negative
Zm00001d022549	-40.35273414	4.30E-105	2.03E-05	-0.745472086	75	Negative
Zm00001d014072	-40.34901069	1.64E-62	1.78E-05	-0.74538203	75	Negative
Zm00001d018400	-40.34348684	6.00E-56	2.31E-05	-0.745248896	92	Negative
Zm00001d025325	-40.34144382	2.14E-48	2.27E-05	-0.745202356	90	Negative
Zm00001d020823	-40.3296491	1.91E-79	1.74E-05	-0.744913834	90	Negative
Zm00001d025360	-40.30626217	1.32E-135	1.74E-05	-0.744348718	51	Negative
Zm00001d049381	-40.29663103	2.21E-93	1.84E-05	-0.744115752	375	Negative
Zm00001d027946	-40.27517905	5.79E-177	1.75E-05	-0.743597471	216	Negative
Zm00001d028721	-40.20874632	7.21E-114	2.40E-05	-0.74199387	NA	additive
Zm00001d042811	-40.19702901	6.80E-107	1.76E-05	-0.741710936	283	Negative
Zm00001d049016	-40.07774623	9.44E-89	1.72E-05	-0.738836208	464	Negative
Zm00001d023294	-40.06700235	3.73E-120	1.77E-05	-0.738577779	369	Negative
Zm00001d004342	-40.01555526	2.30E-70	1.76E-05	-0.737340355	435	Negative
Zm00001d015397	-40.00085117	1.26E-102	1.73E-05	-0.736986061	84	Negative
Zm00001d022277	-39.99807052	1.14E-208	1.73E-05	-0.736919201	288	Negative
Zm00001d033782	-39.98199411	7.22E-82	2.34E-05	-0.736532975	NA	additive
Zm00001d044156	-39.9538119	3.98E-172	1.73E-05	-0.735855432	321	Negative
Zm00001d003434	-39.95354243	1.11E-194	1.72E-05	-0.735848958	291	Negative
Zm00001d021647	-39.87781176	8.24E-143	1.72E-05	-0.734030576	453	Negative
Zm00001d034514	-39.77817003	7.91E-151	1.72E-05	-0.731641547	249	Negative
Zm00001d021680	-39.61608833	1.68E-147	1.85E-05	-0.727763877	65	Negative
Zm00001d013406	-39.54528156	4.18E-109	2.14E-05	-0.726073685	84	Negative
Zm00001d049946	-39.44318366	2.72E-77	1.87E-05	-0.723638735	32	Negative
Zm00001d002549	-39.434036	5.04E-101	1.75E-05	-0.723420819	368	Negative
Zm00001d014804	-39.40116976	2.74E-148	1.70E-05	-0.72263815	130	Negative
Zm00001d007329	-39.38114957	3.49E-157	1.86E-05	-0.722161729	115	Negative
Zm00001d036364	-39.36694565	3.19E-118	2.34E-05	-0.721825656	NA	additive
Zm00001d048720	-39.35680191	6.05E-43	2.17E-05	-0.721582257	141	Negative
Zm00001d015884	-39.33997527	8.10E-181	1.73E-05	-0.721185587	73	Negative
Zm00001d041293	-39.33936496	7.59E-93	2.34E-05	-0.721181032	NA	additive
Zm00001d052807	-39.32960419	2.32E-106	1.88E-05	-0.720936176	NA	additive
Zm00001d029356	-39.32802535	1.00E-93	1.74E-05	-0.720897828	250	Negative
Zm00001d027742	-39.16834767	4.64E-88	1.72E-05	-0.717105903	267	Negative
Zm00001d052435	-39.16652732	1.71E-140	1.71E-05	-0.717062732	204	Negative
Zm00001d005936	-39.14094611	1.74E-94	1.72E-05	-0.716456197	144	Negative
Zm00001d015616	-39.11030319	7.83E-122	2.24E-05	-0.715733957	33	Negative
Zm00001d044460	-39.08455989	8.88E-124	1.93E-05	-0.715120705	NA	additive
Zm00001d000196	-38.99818843	1.68E-139	1.72E-05	-0.713077209	125	Negative
Zm00001d052189	-38.96548549	8.86E-159	1.74E-05	-0.712305001	51	Negative
Zm00001d018725	-38.9157052	1.46E-116	1.80E-05	-0.711126594	NA	additive
Zm00001d009936	-38.81787011	5.58E-148	1.76E-05	-0.708820818	183	Negative
Zm00001d038352	-38.80169286	5.91E-77	1.78E-05	-0.708436349	433	Negative
Zm00001d047159	-38.79027519	2.77E-100	1.74E-05	-0.708167213	120	Negative
Zm00001d012285	-38.76752018	9.60E-105	1.90E-05	-0.707631032	46	Negative
Zm00001d046184	-38.75261522	1.53E-125	1.72E-05	-0.707279851	431	Negative
Zm00001d043094	-38.49155378	3.74E-160	1.76E-05	-0.701143563	245	Negative
Zm00001d023769	-38.4665755	3.01E-111	1.78E-05	-0.70055781	453	Negative
Zm00001d021168	-38.45015836	1.82E-50	1.95E-05	-0.700175978	183	Negative
Zm00001d018220	-38.40394189	2.13E-175	1.71E-05	-0.699090318	166	Negative
Zm00001d030544	-38.32022984	6.90E-162	1.71E-05	-0.697130706	211	Negative
Zm00001d039520	-38.30359439	1.09E-80	1.72E-05	-0.696741654	161	Negative
Zm00001d038764	-38.29431997	1.02E-189	1.72E-05	-0.696524799	349	Negative
Zm00001d018682	-38.28630485	3.28E-93	2.10E-05	-0.696337415	NA	additive
Zm00001d051475	-38.22936137	6.74E-121	1.75E-05	-0.695006849	135	Negative
Zm00001d023694	-38.0368082	8.79E-132	1.75E-05	-0.690516634	453	Negative
Zm00001d004361	-38.00818234	1.11E-154	1.75E-05	-0.689850289	273	Negative
Zm00001d020910	-37.98702663	3.42E-100	1.72E-05	-0.68935803	455	Negative
Zm00001d051754	-37.95872259	7.69E-173	1.72E-05	-0.688699704	441	Negative
Zm00001d016625	-37.90429629	6.84E-76	1.74E-05	-0.68743464	446	Negative
Zm00001d014748	-37.87279468	2.88E-177	1.73E-05	-0.686702936	206	Negative
Zm00001d038221	-37.83284538	3.55E-109	1.70E-05	-0.685775546	106	Negative
Zm00001d022032	-37.69426345	7.01E-89	1.78E-05	-0.682563095	268	Negative
Zm00001d003463	-37.66791739	2.07E-75	2.01E-05	-0.681954601	75	Negative
Zm00001d006078	-37.65808209	4.16E-155	1.73E-05	-0.681725556	NA	additive
Zm00001d020789	-37.57025275	6.72E-137	1.73E-05	-0.67969447	55	Negative
Zm00001d012321	-37.55282467	1.13E-85	1.74E-05	-0.679291779	244	Negative
Zm00001d014790	-37.44426102	2.43E-58	1.72E-05	-0.676785849	380	Negative
Zm00001d014250	-37.39626186	6.83E-139	1.73E-05	-0.67567929	67	Negative
Zm00001d040028	-37.36950381	1.01E-105	1.72E-05	-0.675062786	335	Negative
Zm00001d033718	-37.35499914	1.40E-148	1.70E-05	-0.674728709	120	Negative
Zm00001d052079	-37.33946328	8.66E-98	1.78E-05	-0.674370968	451	Negative
Zm00001d016558	-37.31077318	5.70E-71	1.76E-05	-0.673710559	228	Negative
Zm00001d003287	-37.30528804	1.75E-124	1.78E-05	-0.673584332	103	Negative
Zm00001d008340	-37.28233131	2.03E-90	1.78E-05	-0.673056999	267	Negative
Zm00001d030172	-37.22334418	2.40E-184	1.74E-05	-0.671699918	292	Negative
Zm00001d037968	-37.18581636	4.04E-133	1.73E-05	-0.670837734	33	Negative
Zm00001d047192	-37.08501184	1.71E-73	1.77E-05	-0.668524586	349	Negative
Zm00001d025707	-37.07861244	5.24E-48	1.77E-05	-0.668378878	412	Negative
Zm00001d009568	-37.05661066	1.36E-110	1.70E-05	-0.667873229	74	Negative
Zm00001d023994	-36.99100143	3.49E-170	1.72E-05	-0.666370215	459	Negative
Zm00001d038907	-36.95438235	8.26E-118	1.71E-05	-0.665532004	142	Negative
Zm00001d036761	-36.93848306	5.44E-155	1.92E-05	-0.665168221	NA	additive
Zm00001d021321	-36.91890864	2.92E-74	2.01E-05	-0.664720475	69	Negative
Zm00001d044078	-36.89842783	1.03E-94	1.76E-05	-0.664252145	62	Negative
Zm00001d021897	-36.80379117	3.18E-98	2.31E-05	-0.662090082	NA	additive
Zm00001d038401	-36.65371293	1.57E-77	1.78E-05	-0.658668058	NA	additive
Zm00001d034839	-36.59713498	1.37E-150	1.72E-05	-0.657380061	185	Negative
Zm00001d007015	-36.59088777	4.14E-65	1.92E-05	-0.657241185	NA	additive
Zm00001d021995	-36.5600094	1.70E-104	2.22E-05	-0.6565356	NA	additive
Zm00001d007274	-36.53925807	5.23E-69	1.72E-05	-0.656063707	444	Negative
Zm00001d000008	-36.53893508	4.59E-90	1.85E-05	-0.656059052	143	Negative
Zm00001d043344	-36.52560616	1.40E-125	1.87E-05	-0.655753382	186	Negative
Zm00001d013743	-36.50585761	3.55E-116	1.74E-05	-0.655304592	82	Negative
Zm00001d005879	-36.50074524	3.59E-38	1.96E-05	-0.655188435	189	Negative
Zm00001d050336	-36.49754145	3.13E-114	1.75E-05	-0.655115647	434	Negative
Zm00001d042140	-36.42419563	6.63E-109	1.72E-05	-0.653450285	349	Negative
Zm00001d034270	-36.37438813	4.88E-116	1.82E-05	-0.652320909	NA	additive
Zm00001d022081	-36.35619711	4.18E-126	2.09E-05	-0.651908052	NA	additive
Zm00001d052220	-36.34168249	2.45E-94	2.15E-05	-0.651579068	60	Negative
Zm00001d003483	-36.28572599	3.47E-75	2.42E-05	-0.650311477	52	Negative
Zm00001d020443	-36.17295628	7.83E-87	1.72E-05	-0.647760267	NA	additive
Zm00001d002025	-36.15377301	2.81E-76	1.73E-05	-0.647326729	214	Negative
Zm00001d016588	-36.10838359	6.57E-51	1.74E-05	-0.646301456	450	Negative
Zm00001d029617	-36.10834393	7.88E-115	1.75E-05	-0.64630056	87	Negative
Zm00001d018847	-36.02836326	6.61E-55	2.25E-05	-0.644495699	122	Negative
Zm00001d022017	-36.00546454	6.40E-120	2.15E-05	-0.643979377	47	Negative
Zm00001d038451	-35.98445994	1.12E-84	2.19E-05	-0.643514943	63	Negative
Zm00001d023941	-35.95342662	2.12E-147	1.73E-05	-0.642806709	193	Negative
Zm00001d019060	-35.84480097	5.62E-124	1.72E-05	-0.640361911	353	Negative
Zm00001d021726	-35.80425617	2.76E-130	1.81E-05	-0.639450723	118	Negative
Zm00001d041774	-35.76993036	5.27E-105	1.77E-05	-0.638679235	NA	additive
Zm00001d026457	-35.66534302	3.34E-80	1.76E-05	-0.63633197	207	Negative
Zm00001d010025	-35.64036486	6.18E-54	2.18E-05	-0.635775747	NA	additive
Zm00001d004055	-35.63541567	6.42E-169	1.74E-05	-0.63566101	246	Negative
Zm00001d038863	-35.61074839	1.52E-103	1.74E-05	-0.635108213	58	Negative
Zm00001d014499	-35.54047931	3.43E-190	1.75E-05	-0.633534634	130	Negative
Zm00001d039098	-35.44442583	7.79E-36	2.27E-05	-0.631386498	55	Negative
Zm00001d043104	-35.37751333	1.31E-88	1.74E-05	-0.629891828	439	Negative
Zm00001d021775	-35.21068395	2.98E-79	1.72E-05	-0.626172167	381	Negative
Zm00001d017461	-35.19755243	6.08E-89	2.28E-05	-0.625879791	NA	additive
Zm00001d040670	-35.17155588	6.33E-89	1.73E-05	-0.625301146	444	Negative
Zm00001d042443	-35.10345764	4.27E-92	1.75E-05	-0.62378648	131	Negative
Zm00001d046743	-35.099418	3.49E-161	1.70E-05	-0.623696679	105	Negative
Zm00001d040340	-35.0856813	4.35E-98	1.75E-05	-0.623391354	263	Negative
Zm00001d025900	-34.98578208	1.49E-113	1.70E-05	-0.62117284	184	Negative
Zm00001d038820	-34.91196705	2.05E-150	1.78E-05	-0.619538718	273	Negative
Zm00001d010812	-34.8893712	2.41E-104	1.73E-05	-0.619035024	57	Negative
Zm00001d000126	-34.88617825	9.76E-153	1.72E-05	-0.618964277	257	Negative
Zm00001d025065	-34.88537769	9.46E-139	1.81E-05	-0.61894812	76	Negative
Zm00001d024752	-34.87682454	4.06E-100	1.71E-05	-0.618757047	309	Negative
Zm00001d002897	-34.87313068	4.82E-85	1.73E-05	-0.618675218	358	Negative
Zm00001d015867	-34.87304589	6.95E-80	2.30E-05	-0.618673339	NA	additive
Zm00001d032458	-34.8717998	1.45E-140	1.74E-05	-0.618645736	188	Negative
Zm00001d004348	-34.8563449	3.51E-57	1.77E-05	-0.618303576	354	Negative
Zm00001d037205	-34.80579907	3.74E-117	1.74E-05	-0.617184453	166	Negative
Zm00001d007381	-34.76190587	5.09E-108	1.74E-05	-0.616213459	90	Negative
Zm00001d016718	-34.7403814	2.54E-83	1.82E-05	-0.615737539	NA	additive
Zm00001d028374	-34.72131237	1.46E-114	1.78E-05	-0.615316063	NA	additive
Zm00001d003304	-34.65001548	3.72E-57	1.86E-05	-0.613741201	362	Negative
Zm00001d004972	-34.52576716	6.84E-105	1.72E-05	-0.611000844	90	Negative
Zm00001d053926	-34.51574705	3.19E-48	1.72E-05	-0.610782921	157	Negative
Zm00001d016705	-34.31645702	2.22E-90	1.78E-05	-0.606396147	330	Negative
Zm00001d002898	-34.311992	4.45E-64	1.95E-05	-0.606298997	355	Negative
Zm00001d018502	-34.30867099	7.32E-125	1.72E-05	-0.606225142	NA	additive
Zm00001d003247	-34.17842418	1.73E-125	1.77E-05	-0.603367529	440	Negative
Zm00001d019725	-34.17801367	5.06E-100	1.75E-05	-0.603358531	135	Negative
Zm00001d044162	-34.15269628	3.88E-141	1.82E-05	-0.602803728	NA	additive
Zm00001d031727	-34.14696179	1.08E-114	1.75E-05	-0.602678092	358	Negative
Zm00001d011752	-34.14162119	1.32E-48	2.09E-05	-0.602561096	NA	additive
Zm00001d019256	-34.13219216	8.47E-167	1.72E-05	-0.602357727	118	Negative
Zm00001d019752	-34.11327595	6.08E-140	2.01E-05	-0.601940418	NA	additive
Zm00001d001984	-34.07905145	1.44E-111	1.73E-05	-0.601191099	277	Negative
Zm00001d009365	-34.04425113	6.90E-129	1.75E-05	-0.600429681	330	Negative
Zm00001d033872	-34.0309762	1.05E-70	1.81E-05	-0.600139339	213	Negative
Zm00001d039310	-34.01594995	7.40E-155	1.71E-05	-0.599810763	220	Negative
Zm00001d010828	-34.0102663	8.46E-76	2.33E-05	-0.599701593	79	Negative
Zm00001d045210	-33.99879698	1.93E-126	1.73E-05	-0.599435774	165	Negative
Zm00001d003311	-33.97408837	9.65E-107	1.72E-05	-0.598895779	233	Negative
Zm00001d044100	-33.9648761	2.92E-70	1.82E-05	-0.598694501	53	Negative
Zm00001d001491	-33.95456726	2.90E-42	2.19E-05	-0.598488272	NA	additive
Zm00001d021682	-33.89905641	1.14E-88	1.75E-05	-0.597257229	115	Negative
Zm00001d041624	-33.87550995	1.13E-83	2.26E-05	-0.596743404	37	Negative
Zm00001d034277	-33.83591228	5.16E-98	1.79E-05	-0.595889123	32	Negative
Zm00001d038746	-33.81441264	5.96E-62	2.34E-05	-0.595415922	NA	additive
Zm00001d053952	-33.79366847	1.63E-137	1.71E-05	-0.594958902	51	Negative
Zm00001d028307	-33.79154865	9.58E-115	1.72E-05	-0.594912709	108	Negative
Zm00001d049073	-33.7834292	4.81E-92	1.93E-05	-0.59473684	55	Negative
Zm00001d024778	-33.6950264	1.94E-164	1.70E-05	-0.592811003	320	Negative
Zm00001d040094	-33.69440105	1.11E-141	1.72E-05	-0.592797396	270	Negative
Zm00001d010380	-33.69171539	3.04E-92	1.72E-05	-0.592738962	113	Negative
Zm00001d013934	-33.68301397	7.10E-154	1.71E-05	-0.592549654	365	Negative
Zm00001d014244	-33.65364557	4.24E-68	1.98E-05	-0.59191135	43	Negative
Zm00001d024412	-33.64933332	4.87E-111	1.79E-05	-0.591817293	165	Negative
Zm00001d016306	-33.60423281	7.84E-58	1.82E-05	-0.590839429	87	Negative
Zm00001d011164	-33.59874325	3.03E-64	1.77E-05	-0.5907189	NA	additive
Zm00001d029066	-33.59852849	1.25E-102	1.73E-05	-0.590712882	285	Negative
Zm00001d053212	-33.5799247	1.41E-142	1.71E-05	-0.590308736	208	Negative
Zm00001d052122	-33.55174081	2.78E-120	1.74E-05	-0.589696691	158	Negative
Zm00001d048736	-33.53976906	3.55E-107	1.73E-05	-0.589436789	320	Negative
Zm00001d032810	-33.52663131	6.28E-80	1.76E-05	-0.589151627	438	Negative
Zm00001d011133	-33.52480019	1.97E-110	1.75E-05	-0.589111886	60	Negative
Zm00001d002479	-33.47977737	1.95E-67	2.19E-05	-0.588135261	81	Negative
Zm00001d001756	-33.36170064	7.10E-109	1.73E-05	-0.585576512	NA	additive
Zm00001d029601	-33.31995998	6.75E-47	2.03E-05	-0.58469794	82	Negative
Zm00001d047480	-33.3054184	7.77E-51	2.24E-05	-0.584358536	185	Negative
Zm00001d011614	-33.2982706	1.90E-142	1.74E-05	-0.584203928	136	Negative
Zm00001d030304	-33.29405521	7.24E-106	1.72E-05	-0.584112756	172	Negative
Zm00001d000237	-33.29228255	2.33E-82	2.13E-05	-0.584074701	115	Negative
Zm00001d047952	-33.25926284	7.53E-120	2.13E-05	-0.583360473	44	Negative
Zm00001d049186	-33.25890422	1.61E-110	1.72E-05	-0.583352722	103	Negative
Zm00001d023843	-33.25555962	1.65E-154	1.72E-05	-0.583280425	255	Negative
Zm00001d036550	-33.23115436	2.77E-149	1.70E-05	-0.582752997	170	Negative
Zm00001d018969	-33.22766091	8.04E-151	1.75E-05	-0.582677515	330	Negative
Zm00001d000224	-33.22478894	8.03E-123	1.72E-05	-0.582619533	70	Negative
Zm00001d006059	-33.21886139	5.66E-107	1.72E-05	-0.582487404	326	Negative
Zm00001d039426	-33.09840674	1.31E-113	1.73E-05	-0.579887591	39	Negative
Zm00001d052530	-33.05586292	1.91E-52	1.77E-05	-0.578970384	80	Negative
Zm00001d045360	-33.03899194	5.71E-36	2.34E-05	-0.578606856	NA	additive
Zm00001d018393	-33.03389058	7.62E-92	1.72E-05	-0.578496942	200	Negative
Zm00001d018292	-32.92278794	2.43E-90	1.72E-05	-0.576105368	71	Negative
Zm00001d004734	-32.92037276	1.20E-168	1.69E-05	-0.576053423	188	Negative
Zm00001d003544	-32.90865912	3.03E-101	1.85E-05	-0.575802306	NA	additive
Zm00001d021688	-32.89853129	2.30E-127	1.71E-05	-0.575583751	122	Negative
Zm00001d028988	-32.89823306	2.17E-83	2.40E-05	-0.575577338	43	Negative
Zm00001d042717	-32.89266194	6.07E-71	1.85E-05	-0.575460789	NA	additive
Zm00001d024702	-32.8366718	5.89E-142	1.73E-05	-0.574254372	314	Negative
Zm00001d033846	-32.83176675	3.09E-64	1.73E-05	-0.574149013	47	Negative
Zm00001d027341	-32.79794706	7.48E-95	1.71E-05	-0.573422789	110	Negative
Zm00001d049834	-32.76833261	3.78E-85	1.72E-05	-0.572790201	NA	additive
Zm00001d019225	-32.74659578	6.35E-116	1.72E-05	-0.572320799	166	Negative
Zm00001d028004	-32.74129278	8.52E-128	1.71E-05	-0.572207322	75	Negative
Zm00001d034757	-32.74012232	1.90E-126	1.76E-05	-0.57218194	375	Negative
Zm00001d034017	-32.72068207	7.49E-82	1.72E-05	-0.571765015	385	Negative
Zm00001d042875	-32.67686908	2.26E-85	1.75E-05	-0.570829508	NA	additive
Zm00001d012333	-32.66418732	3.59E-62	1.97E-05	-0.570554086	192	Negative
Zm00001d029154	-32.6581046	2.69E-52	2.33E-05	-0.570423882	242	Negative
Zm00001d039408	-32.65681354	1.82E-68	1.70E-05	-0.570396108	72	Negative
Zm00001d020951	-32.59956964	1.61E-61	2.11E-05	-0.569170292	NA	additive
Zm00001d012782	-32.57214893	2.01E-112	1.77E-05	-0.568583561	NA	additive
Zm00001d012231	-32.56546994	3.75E-106	1.72E-05	-0.568440578	155	Negative
Zm00001d003626	-32.56472403	2.18E-71	1.95E-05	-0.568425997	51	Negative
Zm00001d027619	-32.54097436	2.40E-120	1.71E-05	-0.567916614	295	Negative
Zm00001d026012	-32.4956944	1.68E-60	1.73E-05	-0.566948571	308	Negative
Zm00001d052137	-32.49524446	9.55E-161	1.70E-05	-0.566938955	46	Negative
Zm00001d018342	-32.47101099	3.83E-79	1.72E-05	-0.566421136	416	Negative
Zm00001d031196	-32.46935066	5.16E-50	1.74E-05	-0.566385665	NA	additive
Zm00001d002071	-32.46179903	1.79E-46	2.02E-05	-0.566224462	84	Negative
Zm00001d050455	-32.43315914	8.67E-129	1.70E-05	-0.565612692	295	Negative
Zm00001d039245	-32.42754786	2.47E-120	1.70E-05	-0.565492885	185	Negative
Zm00001d036893	-32.41434649	5.63E-61	1.81E-05	-0.565211059	NA	additive
Zm00001d050021	-32.40034188	1.03E-12	2.46E-05	-0.564912145	280	Negative
Zm00001d007180	-32.33868884	2.84E-138	1.73E-05	-0.56359696	172	Negative
Zm00001d028349	-32.3148996	5.83E-94	1.74E-05	-0.563089808	200	Negative
Zm00001d033623	-32.20016805	8.27E-159	1.71E-05	-0.560646397	356	Negative
Zm00001d005989	-32.17230494	6.10E-44	2.11E-05	-0.560053627	NA	additive
Zm00001d036925	-32.16348122	1.99E-74	1.75E-05	-0.559865959	300	Negative
Zm00001d016708	-32.15407231	1.64E-143	1.69E-05	-0.559665871	312	Negative
Zm00001d016740	-32.13628489	1.58E-107	1.70E-05	-0.559287684	NA	additive
Zm00001d017912	-32.12573168	6.30E-134	1.70E-05	-0.559063354	196	Negative
Zm00001d052253	-32.06832248	2.00E-114	1.71E-05	-0.557843614	242	Negative
Zm00001d000508	-32.05838776	3.77E-73	1.75E-05	-0.557632641	171	Negative
Zm00001d009084	-32.04510795	1.86E-77	1.74E-05	-0.557350681	171	Negative
Zm00001d019400	-32.0120453	1.08E-28	2.05E-05	-0.556648961	42	Negative
Zm00001d029783	-31.9819007	1.94E-74	1.75E-05	-0.556009403	329	Negative
Zm00001d048898	-31.97160472	6.64E-109	1.69E-05	-0.555791037	324	Negative
Zm00001d042553	-31.94128586	1.42E-104	2.09E-05	-0.555148202	43	Negative
Zm00001d017041	-31.92043419	6.62E-32	1.72E-05	-0.554706259	88	Negative
Zm00001d021959	-31.91196982	3.93E-117	1.73E-05	-0.554526992	NA	additive
Zm00001d007379	-31.73049569	4.09E-131	1.72E-05	-0.550686818	87	Negative
Zm00001d038061	-31.72799081	2.76E-100	1.71E-05	-0.550633885	82	Negative
Zm00001d043338	-31.71803242	6.96E-55	1.79E-05	-0.550423464	NA	additive
Zm00001d038642	-31.6951763	3.84E-78	1.72E-05	-0.549940629	121	Negative
